#!,Workbook:,Custom,Custom,,,,,,,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,,,,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,,,,,,,
16-11-2024,18:59:53,3.38,0.22,0.73,0.08,0,2,0.25,0.5,0.06,0
16-11-2024,19:07:58,3.5,0.22,0.76,0.08,0,1.99,0.25,0.5,0.06,0
16-11-2024,19:16:03,3.48,0.22,0.75,0.08,0,1.98,0.25,0.49,0.06,0
16-11-2024,19:25:08,3.52,0.22,0.76,0.09,0,2.01,0.25,0.5,0.06,0
16-11-2024,19:34:13,3.48,0.22,0.75,0.09,0,2.02,0.25,0.5,0.06,0
16-11-2024,19:43:18,3.43,0.22,0.74,0.09,0,2.07,0.25,0.51,0.06,0
16-11-2024,19:52:23,3.26,0.22,0.71,0.09,0,2.04,0.25,0.51,0.06,0
16-11-2024,20:01:28,3.25,0.22,0.71,0.09,0,2.04,0.25,0.51,0.06,0
16-11-2024,20:10:34,3.27,0.24,0.78,0.09,0,27.43,0.27,7.4,0.06,0
16-11-2024,20:19:39,25.87,0.24,6.24,0.09,0,52.82,0.29,15.38,0.06,0
16-11-2024,20:28:44,48.5,0.24,11.86,0.09,0,78.22,0.31,24.24,0.06,0
16-11-2024,20:37:49,71.01,0.25,17.51,0.19,0,103.65,0.33,34.24,0.26,0
16-11-2024,20:46:54,93.57,0.25,23.35,0.19,0,129.06,0.35,45.61,0.26,0
16-11-2024,20:55:59,116.1,0.25,29.36,0.19,0,154.48,0.37,57.7,0.26,0
16-11-2024,21:05:04,138.71,0.26,35.42,0.19,0,179.93,0.39,71.01,0.26,0
16-11-2024,21:15:09,161.33,0.26,41.85,0.42,0,205.34,0.42,86.2,0.73,0
16-11-2024,21:25:14,183.99,0.26,48.24,0.42,0,230.83,0.44,101.51,0.73,0
16-11-2024,21:35:19,206.54,0.27,54.81,0.42,0,256.3,0.46,118.31,0.73,0
16-11-2024,21:45:24,229.16,0.25,56.92,0.42,0,256.43,0.46,118.34,0.73,0
16-11-2024,21:55:29,229.26,0.25,57.09,0.74,0,256.54,0.46,118.21,1.39,0.01
16-11-2024,22:05:35,229.32,0.25,56.44,0.74,0,256.58,0.47,119.34,1.39,0.01
16-11-2024,22:15:40,229.32,0.25,56.46,0.74,0,256.63,0.47,119.57,1.39,0.01
16-11-2024,22:25:45,229.41,0.25,56.29,0.74,0,256.71,0.46,118.02,1.39,0.01
16-11-2024,22:35:50,229.54,0.25,56.35,1.05,0.01,256.74,0.46,118.51,2.05,0.01
16-11-2024,22:45:55,229.53,0.24,56.11,1.05,0.01,256.76,0.46,118.88,2.05,0.01
16-11-2024,22:56:00,229.57,0.24,55.92,1.05,0.01,256.77,0.46,117.48,2.05,0.01
16-11-2024,23:07:05,229.66,0.24,55.9,1.05,0.01,256.78,0.46,117.55,2.05,0.01
16-11-2024,23:18:10,230.01,0.24,55.96,1.36,0.01,256.75,0.46,117.68,2.7,0.01
16-11-2024,23:29:15,230.02,0.24,55.97,1.36,0.01,256.76,0.46,117.66,2.7,0.01
16-11-2024,23:40:20,230.06,0.24,55.29,1.36,0.01,256.79,0.46,117.7,2.7,0.01
16-11-2024,23:51:25,230.08,0.24,55.77,1.36,0.01,256.84,0.46,117.46,2.7,0.01
17-11-2024,00:02:30,230.12,0.24,55.99,1.67,0.01,256.88,0.46,117.92,3.36,0.02
17-11-2024,00:13:35,230.04,0.24,56.34,1.67,0.01,256.89,0.71,182.07,3.36,0.02
17-11-2024,00:24:41,207.39,0.24,50.05,1.67,0.01,231.47,0.69,159.58,3.36,0.02
