#!,Workbook:,Custom,Custom,,,,,,,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,,,,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,,,,,,,
16-11-2024,16:07:56,47.84,0.23,11,0.07,0,52.95,0.37,19.7,0.05,0
16-11-2024,16:14:01,70.05,0.23,16.35,0.07,0,78.46,0.39,30.49,0.05,0
16-11-2024,16:21:06,92.29,0.24,21.9,0.19,0,103.99,0.41,42.77,0.29,0
16-11-2024,16:28:11,114.5,0.24,27.27,0.19,0,129.51,0.44,56.45,0.29,0
16-11-2024,16:35:16,136.93,0.25,33.62,0.19,0,154.95,0.46,71.08,0.29,0
16-11-2024,16:42:21,159.25,0.25,39.24,0.19,0,180.27,0.48,86.29,0.29,0
16-11-2024,16:49:27,181.51,0.25,45.01,0.44,0,205.63,0.5,103.34,0.86,0
16-11-2024,16:56:32,203.83,0.25,50.76,0.44,0,231.02,0.52,120.9,0.86,0
16-11-2024,17:03:37,226.1,0.23,53.1,0.44,0,256.31,0.46,119.15,0.86,0
16-11-2024,17:10:42,226.16,0.24,53.99,0.44,0,256.14,0.46,118.71,0.86,0
16-11-2024,17:17:47,226.28,0.24,54.27,0.74,0,256.04,0.46,118.93,1.52,0.01
16-11-2024,17:24:52,226.35,0.24,54.23,0.74,0,255.93,0.47,120.58,1.52,0.01
16-11-2024,17:31:57,226.46,0.24,54.12,0.74,0,255.76,0.47,120.29,1.52,0.01
16-11-2024,17:39:02,226.6,0.24,54.83,0.74,0,255.6,0.47,119.65,1.52,0.01
16-11-2024,17:47:07,226.63,0.24,54.72,1.04,0.01,255.48,0.46,118.58,2.18,0.01
16-11-2024,17:55:12,226.61,0.24,55.11,1.04,0.01,255.39,0.46,118.37,2.18,0.01
16-11-2024,18:03:17,226.66,0.25,55.85,1.04,0.01,255.32,0.46,117.56,2.18,0.01
16-11-2024,18:11:22,226.72,0.25,56.62,1.04,0.01,255.25,0.46,117.97,2.18,0.01
16-11-2024,18:19:28,226.8,0.25,56.43,1.36,0.01,255.29,0.46,117.9,2.84,0.01
16-11-2024,18:27:33,226.87,0.25,56.1,1.36,0.01,255.3,0.46,117.7,2.84,0.01
16-11-2024,18:35:38,226.9,0.25,55.95,1.36,0.01,255.31,0.46,117.44,2.84,0.01
16-11-2024,18:43:43,226.91,0.25,55.95,1.36,0.01,255.09,0.46,117.13,2.84,0.01
16-11-2024,18:51:48,226.94,0.25,56.04,1.67,0.01,254.9,0.46,117.69,3.49,0.02
